jurisdiction,state,year,drug_type,deaths,crude_rate
Utah,Utah,2006,Otheropioids,277,11
Utah,Utah,2006,Fentanyl,38,1.5
Utah,Utah,2007,Heroin,51,2
Utah,Utah,2007,Meth,41,1.6
Utah,Utah,2007,Fentanyl,33,1.3
Utah,Utah,2007,Otheropioids,305,11.7
Utah,Utah,2008,Meth,43,1.6
Utah,Utah,2008,Fentanyl,26,1
Utah,Utah,2008,Heroin,68,2.6
Utah,Utah,2008,Otheropioids,294,11
Utah,Utah,2009,Fentanyl,59,2.2
Utah,Utah,2009,Meth,44,1.6
Utah,Utah,2009,Heroin,54,2
Utah,Utah,2009,Otheropioids,302,11.1
Utah,Utah,2010,Otheropioids,270,9.8
Utah,Utah,2010,Meth,35,1.3
Utah,Utah,2010,Heroin,55,2
Utah,Utah,2010,Fentanyl,50,1.8
Utah,Utah,2011,Fentanyl,56,2
Utah,Utah,2011,Heroin,73,2.6
Utah,Utah,2011,Meth,56,2
Utah,Utah,2011,Otheropioids,332,11.8
Utah,Utah,2012,Otheropioids,368,12.9
Utah,Utah,2012,Fentanyl,59,2.1
Utah,Utah,2012,Meth,80,2.8
Utah,Utah,2012,Heroin,84,2.9
Utah,Utah,2013,Otheropioids,389,13.4
Utah,Utah,2013,Meth,101,3.5
Utah,Utah,2013,Heroin,122,4.2
Utah,Utah,2013,Fentanyl,58,2
Utah,Utah,2014,Otheropioids,397,13.5
Utah,Utah,2014,Heroin,110,3.7
Utah,Utah,2014,Meth,106,3.6
Utah,Utah,2014,Fentanyl,68,2.3
Utah,Utah,2015,Fentanyl,62,2.1
Utah,Utah,2015,Otheropioids,385,12.9
Utah,Utah,2015,Heroin,127,4.2
Utah,Utah,2015,Meth,147,4.9
Utah,Utah,2016,Otheropioids,349,11.4
Utah,Utah,2016,Meth,143,4.7
Utah,Utah,2016,Heroin,166,5.4
Utah,Utah,2016,Fentanyl,72,2.4
Utah,Utah,2017,Meth,198,6.4
Utah,Utah,2017,Otheropioids,315,10.2
Utah,Utah,2017,Fentanyl,92,3
Utah,Utah,2017,Heroin,147,4.7
Utah,Utah,2018,Heroin,156,4.9
Utah,Utah,2018,Fentanyl,83,2.6
Utah,Utah,2018,Meth,228,7.2
Utah,Utah,2018,Otheropioids,306,9.7
Utah,Utah,2019,Meth,224,7
Utah,Utah,2019,Heroin,139,4.3
Utah,Utah,2019,Otheropioids,277,8.6
Utah,Utah,2019,Fentanyl,94,2.9
Utah,Utah,2020,Meth,235,7.2
Utah,Utah,2020,Otheropioids,235,7.2
Utah,Utah,2020,Fentanyl,157,4.8
Utah,Utah,2020,Heroin,140,4.3
Utah,Utah,2021,Fentanyl,202,6.1
Utah,Utah,2021,Otheropioids,214,6.4
Utah,Utah,2021,Heroin,143,4.3
Utah,Utah,2021,Meth,312,9.3
Utah,Utah,2022,Fentanyl,213,6.4
Utah,Utah,2022,Meth,270,8.1
Utah,Utah,2022,Heroin,116,3.5
Utah,Utah,2022,Otheropioids,187,5.6
Virginia,Virginia,1999,Otheropioids,121,1.7
Virginia,Virginia,1999,Heroin,65,0.9
Virginia,Virginia,1999,Fentanyl,21,0.3
Virginia,Virginia,2000,Fentanyl,26,0.4
Virginia,Virginia,2000,Otheropioids,139,2
Virginia,Virginia,2000,Heroin,64,0.9
Virginia,Virginia,2001,Heroin,89,1.2
Virginia,Virginia,2001,Otheropioids,202,2.8
Virginia,Virginia,2001,Fentanyl,31,0.4
Virginia,Virginia,2002,Heroin,89,1.2
Virginia,Virginia,2002,Otheropioids,221,3
Virginia,Virginia,2002,Fentanyl,49,0.7
Virginia,Virginia,2003,Otheropioids,230,3.1
Virginia,Virginia,2003,Fentanyl,44,0.6
Virginia,Virginia,2003,Heroin,90,1.2
Virginia,Virginia,2004,Fentanyl,62,0.8
Virginia,Virginia,2004,Heroin,67,0.9
Virginia,Virginia,2004,Otheropioids,267,3.6
Virginia,Virginia,2005,Fentanyl,42,0.6
Virginia,Virginia,2005,Heroin,61,0.8
Virginia,Virginia,2005,Otheropioids,251,3.3
Virginia,Virginia,2006,Heroin,71,0.9
Virginia,Virginia,2006,Otheropioids,264,3.4
Virginia,Virginia,2006,Fentanyl,63,0.8
Virginia,Virginia,2007,Heroin,95,1.2
Virginia,Virginia,2007,Fentanyl,68,0.9
Virginia,Virginia,2007,Otheropioids,331,4.3
Virginia,Virginia,2008,Meth,13,0.2
Virginia,Virginia,2008,Heroin,87,1.1
Virginia,Virginia,2008,Fentanyl,89,1.1
Virginia,Virginia,2008,Otheropioids,337,4.3
Virginia,Virginia,2009,Fentanyl,80,1
Virginia,Virginia,2009,Heroin,104,1.3
Virginia,Virginia,2009,Otheropioids,313,3.9
Virginia,Virginia,2010,Heroin,45,0.6
Virginia,Virginia,2010,Otheropioids,280,3.5
Virginia,Virginia,2010,Fentanyl,87,1.1
Virginia,Virginia,2011,Fentanyl,77,1
Virginia,Virginia,2011,Heroin,103,1.3
Virginia,Virginia,2011,Meth,17,0.2
Virginia,Virginia,2011,Otheropioids,427,5.3
Virginia,Virginia,2012,Otheropioids,348,4.3
Virginia,Virginia,2012,Fentanyl,89,1.1
Virginia,Virginia,2012,Meth,17,0.2
Virginia,Virginia,2012,Heroin,121,1.5
Virginia,Virginia,2013,Otheropioids,366,4.4
Virginia,Virginia,2013,Meth,21,0.3
Virginia,Virginia,2013,Heroin,206,2.5
Virginia,Virginia,2013,Fentanyl,125,1.5
Virginia,Virginia,2014,Otheropioids,400,4.8
Virginia,Virginia,2014,Heroin,253,3
Virginia,Virginia,2014,Meth,44,0.5
Virginia,Virginia,2014,Fentanyl,176,2.1
Virginia,Virginia,2015,Fentanyl,270,3.2
Virginia,Virginia,2015,Otheropioids,322,3.8
Virginia,Virginia,2015,Heroin,353,4.2
Virginia,Virginia,2015,Meth,55,0.7
Virginia,Virginia,2016,Otheropioids,400,4.8
Virginia,Virginia,2016,Meth,76,0.9
Virginia,Virginia,2016,Heroin,450,5.3
Virginia,Virginia,2016,Fentanyl,648,7.7
Virginia,Virginia,2017,Meth,113,1.3
Virginia,Virginia,2017,Otheropioids,404,4.8
Virginia,Virginia,2017,Fentanyl,829,9.8
Virginia,Virginia,2017,Heroin,556,6.6
Virginia,Virginia,2018,Heroin,532,6.2
Virginia,Virginia,2018,Fentanyl,852,10
Virginia,Virginia,2018,Meth,135,1.6
Virginia,Virginia,2018,Otheropioids,326,3.8
Virginia,Virginia,2019,Meth,207,2.4
Virginia,Virginia,2019,Heroin,532,6.2
Virginia,Virginia,2019,Otheropioids,306,3.6
Virginia,Virginia,2019,Fentanyl,993,11.6
Virginia,Virginia,2020,Meth,417,4.9
Virginia,Virginia,2020,Otheropioids,365,4.2
Virginia,Virginia,2020,Fentanyl,1675,19.5
Virginia,Virginia,2020,Heroin,502,5.8
Virginia,Virginia,2021,Fentanyl,2064,23.9
Virginia,Virginia,2021,Otheropioids,369,4.3
Virginia,Virginia,2021,Heroin,401,4.6
Virginia,Virginia,2021,Meth,573,6.6
Virginia,Virginia,2022,Heroin,246,2.8
Virginia,Virginia,2022,Fentanyl,1973,22.8
Virginia,Virginia,2022,Meth,577,6.7
Virginia,Virginia,2022,Otheropioids,284,3.3
Washington,Washington,1999,Otheropioids,144,2.5
Washington,Washington,1999,Heroin,57,1
Washington,Washington,1999,Fentanyl,23,0.4
Washington,Washington,1999,Meth,47,0.8
Washington,Washington,2000,Fentanyl,23,0.4
Washington,Washington,2000,Meth,54,0.9
Washington,Washington,2000,Otheropioids,153,2.6
Washington,Washington,2000,Heroin,56,1
Washington,Washington,2001,Heroin,46,0.8
Washington,Washington,2001,Otheropioids,192,3.2
Washington,Washington,2001,Meth,44,0.7
Washington,Washington,2001,Fentanyl,27,0.5
Washington,Washington,2002,Heroin,70,1.2
Washington,Washington,2002,Otheropioids,261,4.3
Washington,Washington,2002,Meth,67,1.1
Washington,Washington,2002,Fentanyl,47,0.8
Washington,Washington,2003,Otheropioids,297,4.9
Washington,Washington,2003,Meth,93,1.5
Washington,Washington,2003,Fentanyl,33,0.5
Washington,Washington,2003,Heroin,63,1
Washington,Washington,2004,Fentanyl,42,0.7
Washington,Washington,2004,Heroin,57,0.9
Washington,Washington,2004,Otheropioids,419,6.8
Washington,Washington,2004,Meth,92,1.5
Washington,Washington,2005,Fentanyl,54,0.9
Washington,Washington,2005,Meth,97,1.6
Washington,Washington,2005,Heroin,54,0.9
Washington,Washington,2005,Otheropioids,456,7.3
Washington,Washington,2006,Meth,85,1.3
Washington,Washington,2006,Heroin,54,0.8
Washington,Washington,2006,Otheropioids,528,8.3
Washington,Washington,2006,Fentanyl,51,0.8
Washington,Washington,2007,Heroin,75,1.2
Washington,Washington,2007,Fentanyl,37,0.6
Washington,Washington,2007,Meth,91,1.4
Washington,Washington,2007,Otheropioids,487,7.5
Washington,Washington,2008,Meth,72,1.1
Washington,Washington,2008,Heroin,67,1
Washington,Washington,2008,Fentanyl,53,0.8
Washington,Washington,2008,Otheropioids,529,8.1
Washington,Washington,2009,Fentanyl,71,1.1
Washington,Washington,2009,Meth,112,1.7
Washington,Washington,2009,Heroin,67,1
Washington,Washington,2009,Otheropioids,532,8
Washington,Washington,2010,Heroin,60,0.9
Washington,Washington,2010,Otheropioids,474,7
Washington,Washington,2010,Meth,96,1.4
Washington,Washington,2010,Fentanyl,65,1
Washington,Washington,2011,Heroin,148,2.2
Washington,Washington,2011,Fentanyl,53,0.8
Washington,Washington,2011,Meth,127,1.9
Washington,Washington,2011,Otheropioids,514,7.5
Washington,Washington,2012,Otheropioids,469,6.8
Washington,Washington,2012,Fentanyl,59,0.9
Washington,Washington,2012,Meth,143,2.1
Washington,Washington,2012,Heroin,177,2.6
Washington,Washington,2013,Otheropioids,396,5.7
Washington,Washington,2013,Heroin,205,2.9
Washington,Washington,2013,Fentanyl,59,0.8
Washington,Washington,2013,Meth,191,2.7
Washington,Washington,2014,Otheropioids,369,5.2
Washington,Washington,2014,Heroin,289,4.1
Washington,Washington,2014,Meth,228,3.2
Washington,Washington,2014,Fentanyl,62,0.9
Washington,Washington,2015,Otheropioids,355,5
Washington,Washington,2015,Fentanyl,65,0.9
Washington,Washington,2015,Heroin,303,4.2
Washington,Washington,2015,Meth,304,4.2
Washington,Washington,2016,Otheropioids,388,5.3
Washington,Washington,2016,Meth,326,4.5
Washington,Washington,2016,Heroin,283,3.9
Washington,Washington,2016,Fentanyl,93,1.3
Washington,Washington,2017,Meth,392,5.3
Washington,Washington,2017,Otheropioids,343,4.6
Washington,Washington,2017,Fentanyl,143,1.9
Washington,Washington,2017,Heroin,306,4.1
Washington,Washington,2018,Heroin,328,4.4
Washington,Washington,2018,Fentanyl,221,2.9
Washington,Washington,2018,Meth,466,6.2
Washington,Washington,2018,Otheropioids,301,4
Washington,Washington,2019,Meth,544,7.1
Washington,Washington,2019,Heroin,346,4.5
Washington,Washington,2019,Otheropioids,268,3.5
Washington,Washington,2019,Fentanyl,337,4.4
Washington,Washington,2020,Meth,728,9.5
Washington,Washington,2020,Otheropioids,327,4.3
Washington,Washington,2020,Fentanyl,674,8.8
Washington,Washington,2020,Heroin,383,5
Washington,Washington,2021,Fentanyl,1218,15.7
Washington,Washington,2021,Otheropioids,402,5.2
Washington,Washington,2021,Heroin,343,4.4
Washington,Washington,2021,Meth,1144,14.8
Washington,Washington,2022,Fentanyl,1866,24.1
Washington,Washington,2022,Heroin,155,2
Washington,Washington,2022,Meth,1382,17.9
Washington,Washington,2022,Otheropioids,312,4
West Virginia,West Virginia,1999,Otheropioids,15,0.8
West Virginia,West Virginia,1999,Fentanyl,12,0.7
West Virginia,West Virginia,2000,Otheropioids,30,1.7
West Virginia,West Virginia,2001,Otheropioids,104,5.8
West Virginia,West Virginia,2001,Fentanyl,37,2.1
West Virginia,West Virginia,2002,Otheropioids,144,8
West Virginia,West Virginia,2002,Fentanyl,39,2.2
West Virginia,West Virginia,2003,Otheropioids,165,9.1
West Virginia,West Virginia,2003,Fentanyl,43,2.4
West Virginia,West Virginia,2004,Fentanyl,67,3.7
West Virginia,West Virginia,2004,Otheropioids,194,10.7
West Virginia,West Virginia,2004,Heroin,10,0.6
West Virginia,West Virginia,2005,Fentanyl,42,2.3
West Virginia,West Virginia,2005,Otheropioids,107,5.9
West Virginia,West Virginia,2006,Fentanyl,50,2.7
West Virginia,West Virginia,2006,Otheropioids,242,13.2
West Virginia,West Virginia,2007,Heroin,21,1.1
West Virginia,West Virginia,2007,Fentanyl,80,4.4
West Virginia,West Virginia,2007,Otheropioids,257,14
West Virginia,West Virginia,2008,Heroin,36,2
West Virginia,West Virginia,2008,Fentanyl,87,4.7
West Virginia,West Virginia,2008,Otheropioids,288,15.6
West Virginia,West Virginia,2009,Fentanyl,42,2.3
West Virginia,West Virginia,2009,Heroin,19,1
West Virginia,West Virginia,2009,Otheropioids,133,7.2
West Virginia,West Virginia,2010,Heroin,28,1.5
West Virginia,West Virginia,2010,Otheropioids,378,20.4
West Virginia,West Virginia,2010,Meth,19,1
West Virginia,West Virginia,2010,Fentanyl,102,5.5
West Virginia,West Virginia,2011,Heroin,34,1.8
West Virginia,West Virginia,2011,Fentanyl,99,5.3
West Virginia,West Virginia,2011,Meth,19,1
West Virginia,West Virginia,2011,Otheropioids,476,25.7
West Virginia,West Virginia,2012,Otheropioids,390,21
West Virginia,West Virginia,2012,Fentanyl,89,4.8
West Virginia,West Virginia,2012,Meth,18,1
West Virginia,West Virginia,2012,Heroin,63,3.4
West Virginia,West Virginia,2013,Otheropioids,368,19.8
West Virginia,West Virginia,2013,Heroin,144,7.8
West Virginia,West Virginia,2013,Meth,39,2.1
West Virginia,West Virginia,2013,Fentanyl,98,5.3
West Virginia,West Virginia,2014,Otheropioids,383,20.7
West Virginia,West Virginia,2014,Heroin,163,8.8
West Virginia,West Virginia,2014,Meth,37,2
West Virginia,West Virginia,2014,Fentanyl,122,6.6
West Virginia,West Virginia,2015,Fentanyl,217,11.8
West Virginia,West Virginia,2015,Otheropioids,380,20.6
West Virginia,West Virginia,2015,Heroin,194,10.5
West Virginia,West Virginia,2015,Meth,65,3.5
West Virginia,West Virginia,2016,Otheropioids,340,18.6
West Virginia,West Virginia,2016,Meth,117,6.4
West Virginia,West Virginia,2016,Heroin,235,12.8
West Virginia,West Virginia,2016,Fentanyl,435,23.8
West Virginia,West Virginia,2017,Meth,221,12.2
West Virginia,West Virginia,2017,Otheropioids,304,16.7
West Virginia,West Virginia,2017,Fentanyl,618,34
West Virginia,West Virginia,2017,Heroin,244,13.4
West Virginia,West Virginia,2018,Heroin,195,10.8
West Virginia,West Virginia,2018,Fentanyl,551,30.5
West Virginia,West Virginia,2018,Meth,313,17.3
West Virginia,West Virginia,2018,Otheropioids,234,13
West Virginia,West Virginia,2019,Meth,393,21.9
West Virginia,West Virginia,2019,Heroin,142,7.9
West Virginia,West Virginia,2019,Otheropioids,185,10.3
West Virginia,West Virginia,2019,Fentanyl,572,31.9
West Virginia,West Virginia,2020,Meth,613,34.3
West Virginia,West Virginia,2020,Otheropioids,303,17
West Virginia,West Virginia,2020,Fentanyl,1043,58.4
West Virginia,West Virginia,2020,Heroin,141,7.9
West Virginia,West Virginia,2021,Otheropioids,231,13
West Virginia,West Virginia,2021,Heroin,41,2.3
West Virginia,West Virginia,2021,Fentanyl,1189,66.7
West Virginia,West Virginia,2021,Meth,820,46
West Virginia,West Virginia,2022,Fentanyl,1153,64.7
West Virginia,West Virginia,2022,Heroin,26,1.5
West Virginia,West Virginia,2022,Meth,774,43.4
West Virginia,West Virginia,2022,Otheropioids,181,10.2
Wisconsin,Wisconsin,1999,Otheropioids,48,0.9
Wisconsin,Wisconsin,1999,Heroin,16,0.3
Wisconsin,Wisconsin,1999,Fentanyl,16,0.3
Wisconsin,Wisconsin,2000,Fentanyl,23,0.4
Wisconsin,Wisconsin,2000,Heroin,29,0.5
Wisconsin,Wisconsin,2000,Otheropioids,65,1.2
Wisconsin,Wisconsin,2001,Heroin,24,0.4
Wisconsin,Wisconsin,2001,Otheropioids,87,1.6
Wisconsin,Wisconsin,2001,Fentanyl,24,0.4
Wisconsin,Wisconsin,2002,Heroin,27,0.5
Wisconsin,Wisconsin,2002,Otheropioids,126,2.3
Wisconsin,Wisconsin,2002,Fentanyl,26,0.5
Wisconsin,Wisconsin,2003,Otheropioids,138,2.5
Wisconsin,Wisconsin,2003,Fentanyl,42,0.8
Wisconsin,Wisconsin,2003,Heroin,26,0.5
Wisconsin,Wisconsin,2004,Fentanyl,42,0.8
Wisconsin,Wisconsin,2004,Heroin,22,0.4
Wisconsin,Wisconsin,2004,Otheropioids,161,2.9
Wisconsin,Wisconsin,2005,Fentanyl,53,1
Wisconsin,Wisconsin,2005,Heroin,31,0.6
Wisconsin,Wisconsin,2005,Otheropioids,199,3.6
Wisconsin,Wisconsin,2006,Heroin,28,0.5
Wisconsin,Wisconsin,2006,Fentanyl,56,1
Wisconsin,Wisconsin,2006,Otheropioids,253,4.5
Wisconsin,Wisconsin,2007,Heroin,34,0.6
Wisconsin,Wisconsin,2007,Fentanyl,55,1
Wisconsin,Wisconsin,2007,Meth,15,0.3
Wisconsin,Wisconsin,2007,Otheropioids,286,5.1
Wisconsin,Wisconsin,2008,Heroin,67,1.2
Wisconsin,Wisconsin,2008,Fentanyl,53,0.9
Wisconsin,Wisconsin,2008,Otheropioids,267,4.7
Wisconsin,Wisconsin,2009,Fentanyl,76,1.3
Wisconsin,Wisconsin,2009,Meth,11,0.2
Wisconsin,Wisconsin,2009,Heroin,75,1.3
Wisconsin,Wisconsin,2009,Otheropioids,261,4.6
Wisconsin,Wisconsin,2010,Heroin,92,1.6
Wisconsin,Wisconsin,2010,Otheropioids,285,5
Wisconsin,Wisconsin,2010,Fentanyl,66,1.2
Wisconsin,Wisconsin,2011,Heroin,135,2.4
Wisconsin,Wisconsin,2011,Fentanyl,60,1.1
Wisconsin,Wisconsin,2011,Meth,22,0.4
Wisconsin,Wisconsin,2011,Otheropioids,289,5.1
Wisconsin,Wisconsin,2012,Otheropioids,273,4.8
Wisconsin,Wisconsin,2012,Fentanyl,56,1
Wisconsin,Wisconsin,2012,Meth,17,0.3
Wisconsin,Wisconsin,2012,Heroin,185,3.2
Wisconsin,Wisconsin,2013,Otheropioids,330,5.7
Wisconsin,Wisconsin,2013,Meth,25,0.4
Wisconsin,Wisconsin,2013,Heroin,232,4
Wisconsin,Wisconsin,2013,Fentanyl,81,1.4
Wisconsin,Wisconsin,2014,Otheropioids,334,5.8
Wisconsin,Wisconsin,2014,Heroin,270,4.7
Wisconsin,Wisconsin,2014,Meth,46,0.8
Wisconsin,Wisconsin,2014,Fentanyl,90,1.6
Wisconsin,Wisconsin,2015,Fentanyl,112,1.9
Wisconsin,Wisconsin,2015,Otheropioids,300,5.2
Wisconsin,Wisconsin,2015,Heroin,287,5
Wisconsin,Wisconsin,2015,Meth,38,0.7
Wisconsin,Wisconsin,2016,Otheropioids,382,6.6
Wisconsin,Wisconsin,2016,Meth,76,1.3
Wisconsin,Wisconsin,2016,Heroin,389,6.7
Wisconsin,Wisconsin,2016,Fentanyl,288,5
Wisconsin,Wisconsin,2017,Meth,128,2.2
Wisconsin,Wisconsin,2017,Heroin,414,7.1
Wisconsin,Wisconsin,2017,Fentanyl,466,8
Wisconsin,Wisconsin,2017,Otheropioids,362,6.2
Wisconsin,Wisconsin,2018,Meth,116,2
Wisconsin,Wisconsin,2018,Heroin,327,5.6
Wisconsin,Wisconsin,2018,Fentanyl,506,8.7
Wisconsin,Wisconsin,2018,Otheropioids,301,5.2
Wisconsin,Wisconsin,2019,Meth,170,2.9
Wisconsin,Wisconsin,2019,Heroin,292,5
Wisconsin,Wisconsin,2019,Otheropioids,282,4.8
Wisconsin,Wisconsin,2019,Fentanyl,660,11.3
Wisconsin,Wisconsin,2020,Fentanyl,1076,18.4
Wisconsin,Wisconsin,2020,Otheropioids,338,5.8
Wisconsin,Wisconsin,2020,Meth,281,4.8
Wisconsin,Wisconsin,2020,Heroin,268,4.6
Wisconsin,Wisconsin,2021,Otheropioids,356,6
Wisconsin,Wisconsin,2021,Heroin,166,2.8
Wisconsin,Wisconsin,2021,Meth,382,6.5
Wisconsin,Wisconsin,2021,Fentanyl,1300,22
Wisconsin,Wisconsin,2022,Fentanyl,1360,23.1
Wisconsin,Wisconsin,2022,Heroin,131,2.2
Wisconsin,Wisconsin,2022,Meth,403,6.8
Wisconsin,Wisconsin,2022,Otheropioids,306,5.2
Pennsylvania,Pennsylvania,1999,Heroin,182,1.5
Pennsylvania,Pennsylvania,1999,Fentanyl,24,0.2
Pennsylvania,Pennsylvania,1999,Otheropioids,89,0.7
Pennsylvania,Pennsylvania,2000,Otheropioids,112,0.9
Pennsylvania,Pennsylvania,2000,Fentanyl,32,0.3
Pennsylvania,Pennsylvania,2000,Heroin,145,1.2
Pennsylvania,Pennsylvania,2001,Heroin,119,1
Pennsylvania,Pennsylvania,2001,Otheropioids,85,0.7
Pennsylvania,Pennsylvania,2001,Fentanyl,28,0.2
Pennsylvania,Pennsylvania,2002,Heroin,137,1.1
Pennsylvania,Pennsylvania,2002,Otheropioids,127,1
Pennsylvania,Pennsylvania,2002,Fentanyl,42,0.3
Pennsylvania,Pennsylvania,2003,Otheropioids,197,1.6
Pennsylvania,Pennsylvania,2003,Fentanyl,68,0.5
Pennsylvania,Pennsylvania,2003,Heroin,165,1.3
Pennsylvania,Pennsylvania,2004,Otheropioids,233,1.9
Pennsylvania,Pennsylvania,2004,Fentanyl,86,0.7
Pennsylvania,Pennsylvania,2004,Heroin,131,1.1
Pennsylvania,Pennsylvania,2004,Meth,11,0.1
Pennsylvania,Pennsylvania,2005,Fentanyl,72,0.6
Pennsylvania,Pennsylvania,2005,Heroin,138,1.1
Pennsylvania,Pennsylvania,2005,Otheropioids,254,2
Pennsylvania,Pennsylvania,2006,Heroin,94,0.8
Pennsylvania,Pennsylvania,2006,Otheropioids,225,1.8
Pennsylvania,Pennsylvania,2006,Fentanyl,93,0.7
Pennsylvania,Pennsylvania,2007,Heroin,86,0.7
Pennsylvania,Pennsylvania,2007,Fentanyl,83,0.7
Pennsylvania,Pennsylvania,2007,Otheropioids,318,2.5
Pennsylvania,Pennsylvania,2008,Meth,12,0.1
Pennsylvania,Pennsylvania,2008,Fentanyl,99,0.8
Pennsylvania,Pennsylvania,2008,Heroin,158,1.3
Pennsylvania,Pennsylvania,2008,Otheropioids,356,2.8
Pennsylvania,Pennsylvania,2009,Fentanyl,105,0.8
Pennsylvania,Pennsylvania,2009,Heroin,175,1.4
Pennsylvania,Pennsylvania,2009,Otheropioids,380,3
Pennsylvania,Pennsylvania,2010,Meth,19,0.1
Pennsylvania,Pennsylvania,2010,Otheropioids,411,3.2
Pennsylvania,Pennsylvania,2010,Heroin,131,1
Pennsylvania,Pennsylvania,2010,Fentanyl,98,0.8
Pennsylvania,Pennsylvania,2011,Heroin,240,1.9
Pennsylvania,Pennsylvania,2011,Fentanyl,111,0.9
Pennsylvania,Pennsylvania,2011,Meth,22,0.2
Pennsylvania,Pennsylvania,2011,Otheropioids,392,3.1
Pennsylvania,Pennsylvania,2012,Otheropioids,430,3.4
Pennsylvania,Pennsylvania,2012,Meth,28,0.2
Pennsylvania,Pennsylvania,2012,Heroin,323,2.5
Pennsylvania,Pennsylvania,2012,Fentanyl,99,0.8
Pennsylvania,Pennsylvania,2013,Otheropioids,468,3.7
Pennsylvania,Pennsylvania,2013,Meth,33,0.3
Pennsylvania,Pennsylvania,2013,Heroin,409,3.2
Pennsylvania,Pennsylvania,2013,Fentanyl,108,0.8
Pennsylvania,Pennsylvania,2014,Otheropioids,481,3.8
Pennsylvania,Pennsylvania,2014,Heroin,503,3.9
Pennsylvania,Pennsylvania,2014,Meth,37,0.3
Pennsylvania,Pennsylvania,2014,Fentanyl,217,1.7
Pennsylvania,Pennsylvania,2015,Fentanyl,429,3.4
Pennsylvania,Pennsylvania,2015,Otheropioids,528,4.1
Pennsylvania,Pennsylvania,2015,Heroin,663,5.2
Pennsylvania,Pennsylvania,2015,Meth,67,0.5
Pennsylvania,Pennsylvania,2016,Otheropioids,729,5.7
Pennsylvania,Pennsylvania,2016,Meth,106,0.8
Pennsylvania,Pennsylvania,2016,Heroin,926,7.2
Pennsylvania,Pennsylvania,2016,Fentanyl,1309,10.2
Pennsylvania,Pennsylvania,2017,Meth,191,1.5
Pennsylvania,Pennsylvania,2017,Otheropioids,618,4.8
Pennsylvania,Pennsylvania,2017,Fentanyl,1982,15.5
Pennsylvania,Pennsylvania,2017,Heroin,819,6.4
Pennsylvania,Pennsylvania,2018,Heroin,845,6.6
Pennsylvania,Pennsylvania,2018,Fentanyl,2430,19
Pennsylvania,Pennsylvania,2018,Otheropioids,690,5.4
Pennsylvania,Pennsylvania,2018,Meth,300,2.3
Pennsylvania,Pennsylvania,2019,Meth,454,3.5
Pennsylvania,Pennsylvania,2019,Heroin,816,6.4
Pennsylvania,Pennsylvania,2019,Otheropioids,623,4.9
Pennsylvania,Pennsylvania,2019,Fentanyl,2661,20.8
Pennsylvania,Pennsylvania,2020,Meth,794,6.2
Pennsylvania,Pennsylvania,2020,Otheropioids,764,6
Pennsylvania,Pennsylvania,2020,Heroin,800,6.3
Pennsylvania,Pennsylvania,2020,Fentanyl,3574,28
Pennsylvania,Pennsylvania,2021,Fentanyl,3782,29.2
Pennsylvania,Pennsylvania,2021,Otheropioids,770,5.9
Pennsylvania,Pennsylvania,2021,Heroin,462,3.6
Pennsylvania,Pennsylvania,2021,Meth,993,7.7
Pennsylvania,Pennsylvania,2022,Fentanyl,3693,28.5
Pennsylvania,Pennsylvania,2022,Meth,957,7.4
Pennsylvania,Pennsylvania,2022,Heroin,307,2.4
Pennsylvania,Pennsylvania,2022,Otheropioids,615,4.7
United States,United States,1999,Fentanyl,730,0.3
United States,United States,1999,Heroin,1960,0.7
United States,United States,1999,Meth,547,0.2
United States,United States,1999,Otheropioids,3442,1.2
United States,United States,2000,Fentanyl,782,0.3
United States,United States,2000,Heroin,1842,0.7
United States,United States,2000,Otheropioids,3785,1.3
United States,United States,2000,Meth,578,0.2
United States,United States,2001,Fentanyl,957,0.3
United States,United States,2001,Meth,563,0.2
United States,United States,2001,Heroin,1779,0.6
United States,United States,2001,Otheropioids,4770,1.7
United States,United States,2002,Meth,941,0.3
United States,United States,2002,Heroin,2089,0.7
United States,United States,2002,Fentanyl,1295,0.5
United States,United States,2002,Otheropioids,6483,2.3
United States,United States,2003,Meth,1179,0.4
United States,United States,2003,Otheropioids,7461,2.6
United States,United States,2003,Fentanyl,1400,0.5
United States,United States,2003,Heroin,2080,0.7
United States,United States,2004,Otheropioids,8577,2.9
United States,United States,2004,Fentanyl,1664,0.6
United States,United States,2004,Heroin,1878,0.6
United States,United States,2004,Meth,1305,0.4
United States,United States,2005,Fentanyl,1742,0.6
United States,United States,2005,Heroin,2009,0.7
United States,United States,2005,Meth,1608,0.5
United States,United States,2005,Otheropioids,9612,3.3
United States,United States,2006,Heroin,2088,0.7
United States,United States,2006,Meth,1462,0.5
United States,United States,2006,Otheropioids,11589,3.9
United States,United States,2006,Fentanyl,2707,0.9
United States,United States,2007,Fentanyl,2213,0.7
United States,United States,2007,Heroin,2399,0.8
United States,United States,2007,Meth,1378,0.5
United States,United States,2007,Otheropioids,12796,4.2
United States,United States,2008,Otheropioids,13149,4.3
United States,United States,2008,Meth,1302,0.4
United States,United States,2008,Heroin,3041,1
United States,United States,2008,Fentanyl,2306,0.8
United States,United States,2009,Otheropioids,13523,4.4
United States,United States,2009,Fentanyl,2946,1
United States,United States,2009,Heroin,3278,1.1
United States,United States,2009,Meth,1632,0.5
United States,United States,2010,Meth,1854,0.6
United States,United States,2010,Heroin,3036,1
United States,United States,2010,Fentanyl,3007,1
